,y_true,y_pred_neg,y_pred_hyp,y_pred_hol,edge_i,edge_j
11882,2,-2.1738086,2.7716675,0.10407004,3348,3564
11883,1,-2.0274997,2.65774,-0.011910686,40214,33
11884,1,-3.0699136,3.7872272,0.5145802,28834,28833
11885,1,2.55406,-2.6917236,-0.9782367,83215,83213
11886,1,-2.3706584,3.0276895,0.26765162,17959,23860
11887,1,-3.2126336,4.1045566,0.2533555,12367,12132
11888,1,-2.1731482,2.7355886,0.113211945,38155,38148
11889,1,2.2458355,-2.7845168,-0.5084345,41390,41391
11890,2,-0.82042307,-1.6300421,2.9005668,64974,64973
11891,1,0.12987877,0.40237704,-0.76676136,5125,5123
11892,2,-1.1288706,-1.6027203,3.2191656,59301,59291
11893,2,-1.1243788,-0.75581586,2.3996603,11713,11690
11894,1,-2.7919233,3.6121356,0.11238699,83791,84078
11895,1,-2.5159917,3.236858,0.1410611,406,98
11896,2,0.10292276,-1.1415973,0.9819579,22109,23001
11897,1,-2.7713475,3.545088,0.2448105,49561,48955
11898,1,2.3630471,-2.4720554,-0.99515605,27902,27901
11899,1,-1.0664424,1.6359979,-0.43596244,80770,80769
11900,1,-2.825915,3.5999353,0.27012813,59367,61276
11901,2,-0.8659554,-2.038791,3.324124,9513,9511
11902,1,-2.5140882,3.1202822,0.26403916,54451,50510
11903,1,-2.1570592,2.8111396,0.029763741,87686,87289
11904,1,-3.3218362,4.1847095,0.47608405,58616,65590
11905,1,-2.1125245,2.7734842,-0.01063537,62573,62564
11906,1,-2.5848365,3.3823767,0.1257711,62736,62735
11907,1,-1.7701305,2.3480928,-0.17996375,89609,91247
11908,1,-2.4733407,3.1686893,0.0933385,18766,20851
11909,1,-1.6048651,2.1788116,-0.18292475,40644,40709
11910,1,-1.5964471,2.0065823,0.043291435,25193,19704
11911,2,0.872806,-1.6709882,0.5312193,9649,10980
11912,1,-2.610379,3.1472826,0.5030794,25502,20075
11913,1,-1.845518,2.240691,0.16940562,21669,24966
11914,1,1.453157,-1.2678897,-0.9775311,72753,72752
11915,1,1.6817912,-1.6407919,-0.99045634,31801,31798
11916,1,-3.191604,4.0434413,0.40913287,17141,17704
11917,1,-0.5692803,1.1403623,-0.5895992,90274,90275
11918,1,-2.8496985,3.6338859,0.18074155,58435,58395
11919,1,-2.4335566,2.7268357,0.75835514,32901,32898
11920,1,-3.160268,3.991675,0.2400604,19172,17855
11921,1,-3.0646133,3.955101,0.15369736,80344,90967
11922,1,-2.5483878,3.249878,0.06487738,53333,53314
11923,1,-2.5137067,2.7161434,0.91546905,15654,16532
11924,1,-2.1315396,2.7390938,0.05750393,32050,32021
11925,2,-0.9481099,-1.9514643,3.2820067,48221,48220
11926,2,2.263812,-2.8439288,-0.5238691,7347,12533
11927,1,-2.5310042,3.1221166,0.4101907,23107,17855
11928,1,-3.0590694,3.9426003,0.18876332,37149,37139
11929,1,0.7390587,-0.41698644,-0.8518276,31532,31529
11930,1,-2.3139348,3.0114896,0.056813084,89544,81347
11931,1,-2.848485,3.6379015,0.19581254,25528,25532
11932,1,-2.6367798,3.3889465,0.1066895,40449,40447
11933,2,-1.8591516,1.7518598,0.8450239,7305,6959
11934,1,-2.707425,3.5086315,0.10181789,89377,89372
11935,1,-3.0455317,3.8519096,0.38988888,50768,50759
11936,1,-3.3232708,4.2050514,0.22039023,54207,53488
11937,1,-0.9566522,1.4198942,-0.1977511,33871,33842
11938,1,-3.1981132,4.0726094,0.2809875,46277,46155
11939,1,-2.356441,3.0279162,0.100243874,26863,26870
11940,1,-2.282243,2.0680778,1.2517589,21826,19224
11941,1,-2.5641212,3.2079587,0.34895566,75698,73860
11942,2,-1.441385,-2.3138325,4.7433043,46966,47897
11943,2,-0.52961874,-1.7409264,2.4623194,11201,11200
11944,1,-2.7929912,3.5981994,0.12625492,17102,17097
11945,1,-2.1598113,2.747862,0.22025491,32090,32086
11946,1,-0.37447643,0.8591408,-0.5980831,72728,72724
11947,1,-2.3444107,2.9927948,0.12368018,39364,39349
11948,2,-1.1171556,-1.3969511,3.0990322,48121,48112
11949,1,-3.0351136,3.874225,0.20410079,65581,65577
11950,2,-1.8207448,1.7330375,0.83278847,23577,18337
11951,1,-2.5021422,3.2325368,0.06976614,56916,52909
11952,1,-1.616053,1.9841068,0.21497443,64888,28809
11953,1,-2.5414197,3.12752,0.38373485,28959,28945
11954,1,-2.0066156,2.6217735,-0.08885886,53244,55219
11955,2,-0.30193317,0.2338697,0.122749746,76089,49893
11956,1,-2.7529466,3.5040555,0.21998498,12238,9480
11957,1,-2.806178,3.6188722,0.18814169,3411,3402
11958,1,-2.0870373,2.6501863,0.18615746,76662,76660
11959,1,-1.3049405,1.4139804,0.32490647,15963,24133
11960,1,-2.7840707,3.5828855,0.20450097,29419,29453
11961,1,-3.4282653,4.40838,0.2740665,18587,18586
11962,1,-2.4232874,3.0970573,0.068092756,51472,56713
11963,1,-2.0929885,2.6597672,0.17845686,19004,20986
11964,2,-0.03009482,-1.8125296,1.8334287,66034,66032
11965,1,2.4454656,-2.612913,-0.9317374,52333,52001
11966,2,-1.3604376,-0.7579276,2.7205868,60604,60476
11967,1,-2.0037258,2.6505992,0.0077087637,85161,85155
11968,1,2.1218023,-2.1586814,-0.9772427,35842,35840
11969,1,-2.8247654,3.656814,0.16532207,66814,67261
11970,1,-1.3116509,1.8056843,-0.036529675,77943,78002
11971,1,-3.6580794,4.672396,0.3706751,58810,63373
11972,1,2.4620833,-2.6521096,-0.9908751,14857,25068
11973,1,-2.701789,3.4536397,0.26064515,19735,19739
11974,1,-2.7374163,3.4599917,0.37115076,18299,18486
11975,1,-2.452281,3.0506783,0.32381532,29777,29776
11976,1,-2.1702821,2.7648692,0.23249567,53944,51807
11977,2,-0.123359956,-2.0481153,1.9770186,8925,8923
11978,1,-3.2507343,4.007765,0.5915784,42072,41667
11979,1,-2.8243108,3.6449883,0.10404633,54518,56009
11980,2,-1.1162606,-0.55456215,2.1239693,65449,65060
11981,2,-0.7480705,-1.7088916,2.7830944,8153,8152
11982,1,-3.4254239,4.418981,0.18241923,54434,50476
11983,2,-2.125336,1.9643161,1.065117,16831,25394
11984,1,0.3389413,0.047415793,-0.7730924,28407,28406
11985,1,-2.824284,3.574105,0.2606291,72270,72227
11986,2,-2.409975,2.9500165,0.48714003,12959,9626
11987,1,-2.6196358,3.2589521,0.32617477,25287,17924
11988,1,-2.1728306,2.7190995,0.17677881,22329,22633
11989,2,-1.5795507,-0.16612262,2.5702453,13091,13090
11990,1,-2.1974576,2.7610223,0.15721072,41822,43148
11991,1,-0.97246206,1.4993768,-0.19996609,59377,59375
11992,1,-2.9939816,3.8287997,0.2534214,43094,42840
11993,2,-2.5262716,3.2448254,0.15428753,32001,39149
11994,1,-2.4088748,3.0525098,0.09294387,6212,6211
11995,1,0.80735797,-0.5468782,-0.7042953,16515,23418
11996,1,-2.3766892,2.1094892,1.3470445,16060,23314
11997,2,0.66420746,-2.5815446,1.2781649,41861,59492
11998,1,-3.1755702,4.0442743,0.19390982,9289,9261
11999,1,-2.0727487,2.7050354,-0.024188789,80891,80879
12000,1,-2.3449879,2.667863,0.675616,21943,15533
12001,1,-2.2989223,2.977292,0.07744553,5536,5535
12002,1,-3.1420844,4.0579805,0.12747996,85061,90967
12003,1,-2.7628894,3.5614715,0.08517269,70486,70472
12004,1,-2.5311203,3.1773496,0.33737493,60999,58322
12005,1,-2.6766145,3.403866,0.2661855,73244,71288
12006,1,-0.94283086,1.4162362,-0.31803104,43320,43316
12007,1,-1.8720812,2.4210105,0.06472837,17825,18793
12008,2,-0.91571987,-0.73695064,1.9625922,11518,11499
12009,1,1.4071394,-1.5446352,-0.6027394,62826,62819
12010,2,-2.4857204,3.0677056,0.26075247,18791,18793
12011,1,-2.6123757,3.3754122,0.1443348,25674,25673
12012,2,-1.2712723,-2.1324987,4.072984,48258,48254
12013,1,1.6737931,-1.6851662,-0.75066394,31573,31572
12014,1,-3.0027132,3.819349,0.26235172,77711,77705
12015,2,-1.4326247,-0.80366683,2.9208963,29147,29148
12016,1,-1.7944125,1.6379645,0.9207998,75305,74536
12017,1,-2.9332957,3.7982855,0.08666023,51763,54434
12018,1,-2.56474,3.255574,0.17272894,38696,36042
12019,1,1.3655605,-1.3227242,-0.7641382,3542,3540
12020,2,0.31669724,-2.4414244,1.621016,46064,49295
12021,1,-2.2918196,2.960224,0.16077834,19899,23986
12022,1,-0.9856774,1.5049098,-0.43276575,56739,53766
12023,1,-3.0189247,3.8923955,0.12704696,11584,11579
12024,1,-2.768799,3.5958004,0.09579516,84731,91128
12025,1,-1.6471958,1.1679074,1.2017584,22242,19559
12026,1,-0.5579868,1.0905898,-0.32701194,16981,16980
12027,1,-3.3961384,4.349657,0.22128937,61177,65581
12028,1,-2.6563497,3.3331187,0.3826362,9579,6749
12029,1,-2.5488098,3.0137272,0.6231686,43563,43550
12030,1,-1.6744857,2.2887995,-0.12199505,89818,89817
12031,1,-2.5496712,3.1095207,0.461668,65225,65214
12032,1,1.3528603,-1.9569033,-0.106364936,19006,24622
12033,2,-1.2313278,0.6295634,1.0880096,41393,41392
12034,1,-3.081265,3.9670987,0.17738615,51910,54025
12035,2,-1.2362484,-1.4426364,3.4168293,48037,48035
12036,1,-3.0477285,3.945581,0.117177345,83899,84078
12037,1,-2.764724,3.5096166,0.26463705,75781,74406
12038,1,-2.7785144,3.603347,0.08926632,89439,91113
12039,1,0.1666772,0.16588318,-0.56861746,1143,1142
12040,1,-0.36048412,0.88358396,-0.54224527,84512,84508
12041,1,-2.5294077,2.9707716,0.5449692,76563,63583
12042,1,-2.8678675,3.7119284,0.11167912,88277,88173
12043,1,-1.9868399,1.6890063,1.0910721,6753,6752
12044,1,-3.1262937,3.958992,0.2643955,51985,53463
12045,1,1.4390993,-1.3445288,-0.83195555,81249,82522
12046,1,-2.9281466,3.7898874,0.2041558,37474,37472
12047,1,-1.246845,1.5236734,0.1677682,75224,76216
12048,1,-3.0067284,3.6341772,0.61746097,43925,44991
12049,1,-2.8691688,3.654486,0.26815155,21440,20422
12050,1,-2.2793727,2.966058,0.066337295,90637,90984
12051,2,-2.2757337,2.8585851,0.3195743,42128,13465
12052,1,-2.4040902,3.0917003,0.08988602,56368,50437
12053,1,-2.6643703,3.292169,0.52113736,20984,23792
12054,2,-1.1332637,-1.1948123,2.894952,47046,47045
12055,1,-2.1889458,2.8096578,0.034834936,31154,31152
12056,1,-2.506929,3.2178664,0.2912374,59358,59356
12057,2,0.30239406,-2.6281993,1.9642075,10598,10597
12058,1,2.186996,-2.8164883,-0.5425388,20724,14411
12059,1,-2.5113595,3.1953332,0.20756139,27713,27703
12060,2,-1.1589293,-1.2990786,3.1338212,49524,47411
12061,2,-1.101133,-1.7989378,3.4380393,12349,12348
12062,1,-3.1898274,3.3998802,1.1705351,13066,13042
12063,1,-1.801173,2.0683248,0.39162573,20333,14952
12064,1,-1.4507934,2.0595398,-0.22411825,87189,87185
12065,1,-2.1502862,2.8330452,-0.01002332,90078,91113
12066,1,-2.918432,3.6408422,0.44247472,35473,35470
12067,1,-3.2753115,4.156306,0.25735426,2379,2258
12068,1,-2.2572312,2.9577045,0.033974886,89318,91093
12069,1,-1.5330276,2.140204,-0.1449877,55254,53724
12070,1,-2.2193353,2.8278553,0.16224231,64548,65571
12071,1,-3.6172996,4.4641786,0.62802017,21106,14570
12072,1,-2.07945,2.5240483,0.42061636,77582,39438
12073,1,-2.7442946,3.5397856,0.105118856,77804,77803
12074,2,-2.2322268,2.8278258,0.16355094,29310,30154
12075,1,-2.2251868,2.8375716,0.115959145,19775,25532
12076,1,-2.3321364,2.9991868,0.22171935,3496,1922
12077,1,-3.1038098,3.9661803,0.16833071,73154,73151
12078,1,-0.6517699,-0.40827787,1.27338,9490,9485
12079,2,-1.7858908,1.4486427,1.0851312,60865,60864
12080,1,-2.149268,2.7320697,0.100170515,41018,42587
12081,1,-3.3654938,4.269365,0.20286769,1172,1161
12082,1,-2.396652,3.0316389,0.0066951197,32715,32709
12083,2,0.16950375,-3.486227,3.0361145,13591,13590
12084,1,0.39202526,0.06501352,-0.8196011,87462,87458
12085,1,-2.548563,3.2632046,0.16164,71710,71708
12086,1,-2.0402393,2.6212127,0.03182285,51914,51916
12087,1,0.65241766,-0.31287953,-0.71493626,28490,28488
12088,1,-2.7018304,3.4323373,0.0994271,33165,33144
12089,2,-1.8356338,0.19276077,2.4016242,30185,30177
12090,1,-3.1143818,4.0330286,0.11428004,86741,90963
12091,1,-2.6563861,3.312919,0.42088035,44111,44110
12092,2,-0.65211487,-0.30773655,1.1771061,19683,20698
12093,1,-1.9001974,2.3007538,0.3509926,63941,63936
12094,2,-1.2939118,-1.6639004,3.6431005,61156,61108
12095,1,-2.560919,3.222233,0.21645634,45268,44285
12096,1,-2.1986203,2.7502718,0.28810397,49925,49952
12097,2,-1.0575674,0.6342169,0.88623923,15075,23092
12098,1,-3.029804,3.8818195,0.21180277,70217,70210
12099,2,-0.91781634,-1.8308587,3.1465044,64396,64395
12100,1,-3.2304285,4.096256,0.38663575,77450,76674
12101,2,-0.43620813,-2.6694098,3.406912,47127,47126
12102,1,-2.051311,2.5464067,0.3395938,35816,35814
12103,1,0.79910177,-0.6099396,-0.6371394,26452,26451
12104,1,-3.1754258,4.058877,0.1972029,21407,25582
12105,1,-1.8517197,2.4646664,0.033127263,89147,89146
12106,1,-2.8647437,3.718248,0.18433294,26000,25997
12107,2,-0.46190888,-1.8582798,2.5030954,12764,12763
12108,2,-1.8512226,2.423193,-0.033350736,6103,6091
12109,1,-2.5735962,3.2253163,0.49186832,74463,74460
12110,1,-2.409461,3.1260395,0.107695565,51123,50833
12111,1,-3.2037897,4.1358447,0.19044663,62822,65571
12112,1,-2.019911,2.5876362,0.14147916,87004,87003
12113,2,-0.7755706,-1.3611962,2.5126493,66032,65988
12114,1,-2.3707056,2.9500945,0.33582708,7082,7003
12115,1,-0.36307654,0.4732967,0.12859079,24369,22008
12116,1,-1.5311058,2.0577774,-0.12175423,33816,69485
12117,2,-0.45601454,-0.92395765,1.5533811,29617,28667
12118,1,-2.9234886,3.742972,0.15164225,73671,74929
12119,1,-2.3881397,3.082659,0.07152263,80481,90967
12120,1,-2.7122643,3.4981296,0.12422731,50544,50561
12121,1,-3.1072755,3.7615428,0.65732336,65101,65070
12122,1,-2.4258938,3.0836926,0.1347052,54840,50506
12123,1,-2.9957516,3.8125188,0.27555296,75417,76045
12124,1,-1.5810261,1.9643259,0.17149438,36147,36145
12125,1,-3.4274375,4.2699456,0.54119074,51984,52108
12126,1,-2.3355715,2.9750388,0.10097432,84339,84333
12127,1,-3.104097,4.0175695,0.13985638,85450,91129
12128,1,-0.8296586,0.40450248,0.63942146,74496,74502
12129,2,-2.8060582,3.300389,0.76469046,24023,15884
12130,1,-2.2018762,2.7749987,0.20086539,42645,42642
12131,1,0.79440296,-0.5314826,-0.67440003,61907,61906
12132,1,1.1536907,-1.0086217,-0.7884294,89115,89112
12133,1,-3.135353,3.9764104,0.3005711,13597,7184
12134,1,-3.3537774,4.237872,0.4444778,51082,50540
12135,1,-2.891791,3.7199306,0.04188675,54054,55199
12136,1,-1.866807,2.3871126,-0.0036456753,36486,36484
12137,2,-2.1929095,2.8236773,0.10223588,41460,41604
12138,1,-0.41860178,0.8716777,-0.57026803,82284,82282
12139,1,-3.0310063,3.7765424,0.44466257,11630,8915
12140,1,-3.144712,3.8860538,0.50314623,45242,44243
12141,2,-0.62660396,-1.5104176,2.2959652,64661,64658
12142,1,-2.953614,3.7545161,0.3368355,16716,24495
12143,2,-1.1282754,-1.7557472,3.562247,47042,47319
12144,1,-1.6964194,2.2259002,-0.08587312,72173,72118
12145,1,-2.4612014,2.9056606,0.5297838,58848,58332
12146,2,-2.1393857,2.1148622,0.78615606,14470,15221
12147,1,-3.2645173,4.109636,0.40657973,29439,29723
12148,1,-1.9880289,2.5600746,0.11459132,12486,12392
12149,1,-1.0447218,0.43974715,0.9949505,34811,34810
12150,1,-2.6120977,3.1815593,0.49784034,59037,58332
12151,2,-0.5797632,-1.5789534,2.2572591,68535,68778
12152,2,0.47292444,-0.97533864,0.17898203,52588,44486
12153,1,-2.8176146,3.5613558,0.34001705,63610,58337
12154,1,-2.421521,3.0004425,0.3528997,70001,69994
12155,1,-2.5447176,3.260709,0.088519625,78207,78205
12156,1,-3.218052,4.1485515,0.15929037,79658,90967
12157,1,1.7745987,-1.8982747,-0.74528176,38441,38437
12158,2,-2.4048662,2.8418615,0.5342979,12392,12390
12159,1,2.594172,-2.8312063,-0.91575617,28000,27999
12160,1,-3.010985,3.8329794,0.20698395,16027,14367
12161,1,-1.9816526,2.5131721,0.11397439,54819,52664
12162,1,-2.1184282,2.6921031,0.1659132,73290,73283
12163,2,-1.2787669,-0.94363636,2.8033047,62122,61987
12164,1,-1.9757186,2.2180126,0.50298935,36133,34354
12165,1,-2.5803826,3.3346186,0.04408774,51908,16
12166,1,-1.5347598,1.7425299,0.35339743,10062,9870
12167,2,-0.91014355,-1.3784124,2.7256987,10097,10096
12168,1,-2.2674873,2.7777672,0.27618462,58684,58701
12169,1,-1.2895333,1.9204974,-0.3300505,82928,82919
12170,2,1.152995,-1.9600809,0.22346756,43196,43133
12171,1,-3.3702948,4.2453876,0.3465523,49249,49484
12172,1,-3.187232,4.0503297,0.27912208,19912,17855
12173,1,-2.8628783,3.6767766,0.20544374,5624,2906
12174,1,-2.8848624,3.7126606,0.17162819,84763,84717
12175,1,-2.1223874,2.7203074,0.014300042,76,69
12176,1,-2.4834764,3.1043522,0.38466454,63892,63877
12177,1,-1.6263645,2.2080672,-0.11785732,899,901
12178,2,0.069184914,-2.9038363,2.7565877,50915,46891
12179,1,-0.6539945,1.2678329,-0.43225116,31715,31703
12180,1,-2.1150372,2.781156,0.0053529795,4101,4097
12181,1,-3.165616,4.084753,0.1476375,86183,90976
12182,1,-3.0734282,3.873988,0.3328497,20194,20413
12183,2,-1.5306858,1.0400145,1.2572187,30114,30122
12184,1,-2.9354742,3.8404684,0.032654405,62135,62125
12185,1,-3.2313392,4.116772,0.25555518,11029,9480
12186,2,-1.299475,-2.3471498,4.2336597,59762,59640
12187,1,-2.9238834,3.7191734,0.30690023,50745,50654
12188,2,-1.1124177,0.18103853,1.5364844,51789,45136
12189,2,-0.3879603,-1.4527107,1.9765811,28831,10579
12190,2,-0.5720889,-2.3048038,3.1057925,22900,48258
12191,1,-1.6204656,2.1845233,-0.05364517,18026,21210
12192,2,-1.72032,1.0231333,1.3862767,76814,76848
12193,1,-3.3036032,4.296987,0.078397624,62769,62768
12194,2,-0.5106144,-1.9311178,2.445396,62400,62395
12195,1,-0.9464747,1.5482719,-0.4337983,79594,79595
12196,1,-2.2688198,2.940949,0.015689604,77905,90976
12197,2,-0.028838048,-2.6756716,2.633895,11073,11072
12198,1,-3.0952492,4.0096545,0.062491618,8182,8169
12199,1,-3.124558,4.0246677,0.1573022,51226,51175
12200,1,-1.9727691,2.5380342,0.0402453,40637,76252
12201,1,-2.4847977,3.0104682,0.42722526,23158,14446
12202,1,-2.16555,2.43727,0.54444385,61138,61133
12203,2,1.2913429,-2.1036851,0.13933957,15627,18498
12204,1,-3.4044118,4.2621255,0.4414858,75667,74673
12205,1,-2.9355414,3.5978224,0.55757934,28695,28690
12206,1,-2.0594137,2.70603,0.09743733,70478,70476
12207,1,1.3808357,-1.4707468,-0.7165159,38513,38511
12208,1,-3.154886,3.978601,0.36716887,74035,73891
12209,1,-0.7326202,1.3069679,-0.515521,48815,49398
12210,2,-0.6982606,-2.2466972,3.1992073,59396,59392
12211,2,-1.167098,-2.110983,3.9849565,47537,47535
12212,1,-2.5519986,3.3132794,0.06792379,85441,85440
12213,1,1.340056,-2.3695722,0.23602754,64132,64130
12214,1,-2.5438714,3.223855,0.26647845,1463,1439
12215,1,-2.847203,3.6840897,0.083844565,86298,86297
12216,2,-0.87767756,-1.9111574,3.2573836,13349,13294
12217,2,-2.3508425,2.9310105,0.24464427,34748,34806
12218,2,-0.8443967,0.3739283,0.99285877,24167,24169
12219,1,0.4029155,-0.13202381,-0.7000933,80144,80142
12220,2,-0.7241153,-1.0907042,2.099391,68536,68630
12221,1,0.6466157,-0.26704726,-0.9091053,90367,90366
12222,1,-2.365556,2.9741282,0.20583463,40374,40373
12223,2,-1.2376395,-1.610874,3.460584,13497,13491
12224,2,-1.4247661,-0.11957713,2.1198792,10605,10604
12225,1,-1.9174492,2.49368,0.035703942,50331,50285
12226,1,-1.343741,1.8161656,-0.041838057,46090,46350
12227,1,-2.3124626,2.958082,0.13040325,34917,34912
12228,1,-2.5719213,3.335059,0.08967126,55696,54168
12229,1,-2.890721,3.6685214,0.2679812,75252,74406
12230,1,-2.9376433,3.6666944,0.44196352,28916,28705
12231,1,-1.3444071,1.6155385,0.20679782,21860,24724
12232,1,-0.38935113,0.9865706,-0.6731332,81918,81357
12233,2,-0.8668853,-1.3989769,2.6522126,9711,9706
12234,2,-0.49319336,-1.9715523,2.5902863,62440,62439
12235,1,1.885351,-1.7891649,-0.9614358,81716,81712
12236,2,-1.3972296,-1.1068236,3.3952892,47069,47063
12237,2,-1.0122524,-2.346112,4.006839,47870,47868
12238,1,-3.26748,4.2062187,0.16195804,87829,91089
12239,1,-3.4407601,4.339809,0.5201532,8973,8964
12240,2,-0.7928175,0.32677764,0.8720743,23024,15533
12241,1,-3.6102872,4.596768,0.3832715,68588,68516
12242,1,1.8156495,-2.183691,-0.50980914,34188,34187
12243,1,-2.8697808,3.7162619,0.06788836,83239,83246
12244,1,-3.0446594,3.9187496,0.2861637,3405,1922
12245,2,-2.300816,2.28686,0.9495112,50012,44649
12246,1,-2.547027,3.290526,0.08374537,54625,50437
12247,1,0.7363788,-0.72548693,-0.5833304,21299,21698
12248,2,-2.5428512,2.676354,0.9601913,22367,16256
12249,2,1.4376894,-1.9317813,-0.28480855,19898,19905
12250,1,-0.7381334,0.27791747,0.78027165,58205,46147
12251,2,-1.0297704,-1.7106005,3.22328,64099,64055
12252,2,-0.19493258,-2.8220093,3.2012942,64048,64047
12253,1,1.252546,-1.2766607,-0.71361184,2278,2277
12254,1,-2.5552654,3.2638335,0.17268819,72710,72709
12255,1,-3.012264,3.7549293,0.4056769,20693,18008
12256,1,-2.1927636,2.777957,0.12785785,36487,36484
12257,1,-2.6590307,3.3966846,0.13966857,57744,57607
12258,1,-1.7956474,0.5129163,2.1939366,67337,67852
12259,1,-2.3345275,2.8960686,0.3732042,24236,20782
12260,1,-2.7124584,3.4866066,0.17689124,54954,54953
12261,1,-0.8243884,1.4478307,-0.4371976,88454,88450
12262,1,-2.9096465,3.7679813,0.11325131,90212,90975
12263,2,0.3352739,-0.98769677,0.39663497,59981,59978
12264,2,-1.1845647,-1.6888723,3.5344522,30230,30414
12265,1,-3.4096742,4.420376,0.18031767,83689,91129
12266,1,-2.4995396,3.235046,0.15857548,88531,88537
12267,1,-1.9046229,2.2174082,0.4271153,38013,34354
12268,1,-2.9075608,3.7004392,0.21543595,34974,34964
12269,1,-2.4943864,3.1791716,0.14157628,71916,72118
12270,1,-2.315925,1.9633732,1.2681967,29769,29768
12271,1,-2.3434484,3.0222926,0.045039166,81383,81304
12272,1,-1.9246695,2.3176808,0.35497805,29128,29010
12273,1,-1.9880397,2.532699,0.20235282,58543,58533
12274,1,-1.937497,2.5133486,0.10863341,80709,80707
12275,2,-1.3735937,-1.7294462,3.7970984,48385,48379
12276,1,-2.9501085,3.7835243,0.12224353,56499,53295
12277,1,-2.2782984,2.9248931,0.104998514,71313,71336
12278,2,2.0778382,-2.9028883,-0.24541524,10094,10093
12279,2,-1.6548003,-0.9523449,3.4629107,11443,11423
12280,1,0.11335591,0.2826144,-0.7176133,73020,73019
12281,2,1.0433035,-2.593928,0.88548565,12696,12695
12282,2,-1.078646,-0.93433994,2.433851,58870,58858
12283,1,-3.2440698,4.151927,0.17334394,84484,84401
12284,1,-2.7977412,3.5459359,0.15929572,69714,72844
12285,1,-2.336101,2.998937,0.17882663,71806,71738
12286,1,-3.0866432,3.9551687,0.14325586,68718,68194
12287,2,-1.5603228,-1.6058643,4.1173987,48099,48095
12288,1,-2.421894,3.1259787,0.0389102,67979,67467
12289,2,-0.7825918,-1.8594654,2.9893749,7754,7730
12290,1,1.0715855,-0.65826607,-1.0354381,85717,85594
12291,1,-1.489567,2.100595,-0.23447919,70466,70465
12292,1,-2.708293,3.3329434,0.42818582,16845,22179
12293,2,-0.84204435,-1.7080851,2.8927443,63465,63464
12294,1,-3.0908089,3.8388708,0.48567092,65834,65777
12295,1,2.4395268,-2.6200025,-0.9402735,57288,53425
12296,1,-2.6999414,3.459061,0.11837735,74693,74691
12297,1,-2.171698,2.7744932,0.10632452,45495,45491
12298,1,-1.8021901,2.3302305,0.09102637,29805,45550
12299,1,-1.6925278,1.854151,0.5670407,58723,48873
12300,1,-1.4166425,1.1898755,0.7006113,21747,18888
12301,1,-2.0172162,2.672767,-0.02324068,85805,91149
12302,1,-3.7963603,4.7135987,0.6043214,18845,15865
12303,1,-3.0046353,3.8713112,0.1395476,32043,32021
12304,2,-1.0366937,-1.4747112,3.0096478,13682,13655
12305,1,-2.120006,2.1883733,0.72595966,11746,11745
12306,1,-2.1172276,2.3431478,0.6237242,17501,21630
12307,1,-1.6321689,2.2616029,-0.13651869,86676,86675
12308,1,-2.493213,3.2197347,0.016720364,81366,81357
12309,1,-3.0256758,3.8052485,0.377778,13133,9479
12310,1,-2.2416818,2.7823064,0.26687786,20305,15146
12311,1,-2.400716,3.0770884,0.18497208,90790,90785
12312,1,-0.92801076,-0.1363638,1.5259279,58252,58242
12313,1,-1.3395091,1.9150392,-0.3932518,81359,81357
12314,2,-1.2428821,-1.3306854,3.3446393,46672,44155
12315,1,-2.5296085,3.2254696,0.22539473,11943,8916
12316,1,-3.2146783,3.9174006,0.63992757,42034,41667
12317,1,-3.2640224,4.189748,0.15440114,50495,16
12318,1,-3.059697,3.8931756,0.2348351,74320,74406
12319,1,-2.4119775,3.0226557,0.30711657,14516,24007
12320,1,-3.098736,3.969644,0.2197828,37318,37299
12321,1,-3.8409598,4.7690425,0.60160893,61545,76557
12322,2,-0.032855563,-2.3609502,1.997649,11861,11859
12323,1,-2.9216416,3.7796495,0.11884279,80349,90969
12324,1,-3.1973815,4.0860906,0.26337627,71189,71179
12325,1,-2.3600926,2.992724,0.23095088,55997,56519
12326,2,-2.260772,1.3123909,2.0438375,63560,63559
12327,1,-2.6250863,3.4153469,0.04951835,84126,85458
12328,1,-2.635336,3.3844092,0.09532737,1948,1834
12329,1,-2.818729,3.374356,0.6131917,24112,24704
12330,1,-2.9075732,3.7573147,0.11918721,37026,37020
12331,1,-3.2496736,4.0618052,0.46198905,18805,25325
12332,1,0.18476327,0.015667476,-0.36069033,34525,34521
12333,1,-1.5760263,2.248542,-0.17041706,85668,85667
12334,1,1.9171668,-1.8620061,-0.8663151,32160,32159
12335,1,-2.409609,3.047893,0.29175234,67838,68032
12336,2,0.5149452,-2.6553903,1.5699356,64011,64010
12337,1,-3.0642982,3.987753,0.13359311,64507,58686
12338,1,-2.5734208,3.233484,0.28969774,55659,56516
12339,2,-1.4309492,0.07066435,1.9997234,64999,64997
12340,2,-0.84310746,-1.2297498,2.531162,59489,59452
12341,1,-2.7523475,3.4727712,0.26165998,72253,72247
12342,1,-2.3602717,2.9215436,0.2519072,17927,20385
12343,1,-2.5260544,3.2481978,0.20271409,25940,25947
12344,1,0.86823964,-1.2450228,-0.27664077,57846,57845
12345,1,-2.77525,3.5672243,0.18199202,55836,55146
12346,1,-2.0510325,2.6303117,0.08931925,76784,77466
12347,1,-2.8126347,3.5661273,0.3588872,72201,72202
12348,1,-3.2065203,4.104853,0.21401303,55231,55800
